Cruci_ETS_Han_JilinP_c1203	CP141166	241857	Antiaris toxicaria	88.889	54	1.70e-04	65.8
Cruci_ETS_Han_JilinP_c1203	OZ221110	3702	Arabidopsis thaliana	87.500	56	6.12e-04	63.9
Cruci_ETS_Han_JilinP_c1203	OZ125747	2952	Symbiodinium pilosum	88.889	54	6.12e-04	63.9
Cruci_ETS_Han_JilinP_c1203	OZ125747	2952	Symbiodinium pilosum	100.000	32	0.008	60.2
Cruci_ETS_Han_JilinP_c1203	OZ125747	2952	Symbiodinium pilosum	100.000	32	0.008	60.2
Cruci_ETS_Han_JilinP_c1203	OZ125747	2952	Symbiodinium pilosum	100.000	32	0.008	60.2
Cruci_ETS_Han_JilinP_c1203	CP018157	39946	Oryza sativa Indica Group	87.500	56	6.12e-04	63.9
Cruci_ETS_Han_JilinP_c1203	OZ125744	2952	Symbiodinium pilosum	100.000	33	0.002	62.1
Cruci_ETS_Han_JilinP_c1203	OZ258495	28509	Glechoma hederacea	87.037	54	0.008	60.2
Cruci_ETS_Han_JilinP_c1203	OZ257314	1602974	Symbiodinium tridacnidarum	100.000	32	0.008	60.2
Cruci_ETS_Han_JilinP_c1203	OZ257306	1602974	Symbiodinium tridacnidarum	94.737	38	0.008	60.2
Cruci_ETS_Han_JilinP_c1203	OZ257292	1602974	Symbiodinium tridacnidarum	100.000	32	0.008	60.2
Cruci_ETS_Han_JilinP_c1203	OZ257285	1602974	Symbiodinium tridacnidarum	100.000	32	0.008	60.2
Cruci_ETS_Han_JilinP_c1203	OZ257283	1602974	Symbiodinium tridacnidarum	100.000	32	0.008	60.2
Cruci_ETS_Han_JilinP_c1203	OZ257282	1602974	Symbiodinium tridacnidarum	100.000	32	0.008	60.2
Cruci_ETS_Han_JilinP_c1203	OZ257275	1602974	Symbiodinium tridacnidarum	100.000	32	0.008	60.2
Cruci_ETS_Han_JilinP_c1203	OZ257272	1602974	Symbiodinium tridacnidarum	100.000	32	0.008	60.2
Cruci_ETS_Han_JilinP_c1203	OZ257268	1602974	Symbiodinium tridacnidarum	87.037	54	0.008	60.2
Cruci_ETS_Han_JilinP_c1203	OZ257263	1602974	Symbiodinium tridacnidarum	100.000	32	0.008	60.2
Cruci_ETS_Han_JilinP_c1203	OZ257263	1602974	Symbiodinium tridacnidarum	100.000	32	0.008	60.2
Cruci_ETS_Han_JilinP_c1203	AP035287	3486	Humulus lupulus	87.037	54	0.008	60.2
Cruci_ETS_Han_JilinP_c1203	AP033840	3486	Humulus lupulus	100.000	32	0.008	60.2
Cruci_ETS_Han_JilinP_c1203	OZ241319	121557	Senecio sylvaticus	100.000	32	0.008	60.2
Cruci_ETS_Han_JilinP_c1203	OZ241297	121557	Senecio sylvaticus	100.000	32	0.008	60.2
Cruci_ETS_Han_JilinP_c1203	OZ240008	798030	Ononis reclinata	100.000	32	0.008	60.2
Cruci_ETS_Han_JilinP_c1203	OZ234510	128190	Sphagnum compactum	100.000	32	0.008	60.2
Cruci_ETS_Han_JilinP_c1203	OZ234510	128190	Sphagnum compactum	100.000	32	0.008	60.2
Cruci_ETS_Han_JilinP_c1203	CP161331	83308	Oryza ridleyi	87.037	54	0.008	60.2
Cruci_ETS_Han_JilinP_c1203	CP161330	83308	Oryza ridleyi	100.000	32	0.008	60.2
Cruci_ETS_Han_JilinP_c1203	OZ211533	152273	Vitis cinerea var. helleri x Vitis vinifera	100.000	32	0.008	60.2
Cruci_ETS_Han_JilinP_c1203	OZ211533	152273	Vitis cinerea var. helleri x Vitis vinifera	100.000	32	0.008	60.2
Cruci_ETS_Han_JilinP_c1203	OZ211500	231512	Vitis pseudoreticulata	100.000	32	0.008	60.2
Cruci_ETS_Han_JilinP_c1203	OZ211472	29760	Vitis vinifera	100.000	32	0.008	60.2
Cruci_ETS_Han_JilinP_c1203	CP161774	29760	Vitis vinifera	87.037	54	0.008	60.2
Cruci_ETS_Han_JilinP_c1203	OZ125818	2952	Symbiodinium pilosum	100.000	32	0.008	60.2
