Cruci_CruV_282	MT263591	2761261	Crucivirus-282	100.000	3509	0.0	6481
Cruci_CruV_282	MT263591	2761261	Crucivirus-282	100.000	65	3.07e-21	121
Cruci_CruV_282	MT263591	2761261	Crucivirus-282	100.000	65	3.07e-21	121
Cruci_CruV_282	MT263588	2761258	Crucivirus-277	99.345	3509	0.0	6344
Cruci_CruV_282	MT263588	2761258	Crucivirus-277	100.000	65	3.07e-21	121
Cruci_CruV_282	MT263588	2761258	Crucivirus-277	100.000	59	6.65e-18	110
Cruci_CruV_282	MT263592	2761262	Crucivirus-291	97.716	3547	0.0	6058
Cruci_CruV_282	MT263592	2761262	Crucivirus-291	96.575	146	2.26e-57	241
Cruci_CruV_282	MT263590	2761260	Crucivirus-281	99.810	2636	0.0	4839
Cruci_CruV_282	MT263590	2761260	Crucivirus-281	99.542	873	0.0	1591
Cruci_CruV_282	MT263590	2761260	Crucivirus-281	100.000	65	3.07e-21	121
Cruci_CruV_282	MT263590	2761260	Crucivirus-281	100.000	65	3.07e-21	121
Cruci_CruV_282	MT263615	2761285	Crucivirus-364	99.908	2182	0.0	4019
Cruci_CruV_282	MT263615	2761285	Crucivirus-364	99.669	1209	0.0	2211
Cruci_CruV_282	MT263615	2761285	Crucivirus-364	100.000	136	1.04e-60	252
Cruci_CruV_282	MT263615	2761285	Crucivirus-364	96.575	146	2.26e-57	241
Cruci_CruV_282	MT263615	2761285	Crucivirus-364	100.000	120	8.18e-52	222
Cruci_CruV_282	MT263615	2761285	Crucivirus-364	100.000	111	8.24e-47	206
Cruci_CruV_282	MT263615	2761285	Crucivirus-364	100.000	65	3.07e-21	121
Cruci_CruV_282	MT263615	2761285	Crucivirus-364	100.000	40	2.43e-07	75.0
Cruci_CruV_282	MT263585	2761255	Crucivirus-272	99.725	2180	0.0	3991
Cruci_CruV_282	MT263585	2761255	Crucivirus-272	99.502	1206	0.0	2194
Cruci_CruV_282	MT263585	2761255	Crucivirus-272	92.632	95	1.10e-25	135
