Cruci_PB_KX388526	KX388526	1955495	Cruciviridae sp.	100.000	3537	0.0	6532
Cruci_PB_KX388526	KX388525	1955495	Cruciviridae sp.	99.265	3536	0.0	6364
Cruci_PB_KX388526	KX388524	1955495	Cruciviridae sp.	99.711	3462	0.0	6333
Cruci_PB_KX388526	KX388524	1955495	Cruciviridae sp.	100.000	75	8.55e-27	139
Cruci_PB_KX388526	KX388521	1955495	Cruciviridae sp.	99.709	3431	0.0	6279
Cruci_PB_KX388526	KX388521	1955495	Cruciviridae sp.	100.000	107	1.39e-44	198
Cruci_PB_KX388526	KX388522	1955495	Cruciviridae sp.	99.707	3408	0.0	6239
Cruci_PB_KX388526	KX388522	1955495	Cruciviridae sp.	100.000	129	8.20e-57	239
Cruci_PB_KX388526	KX388523	1955495	Cruciviridae sp.	98.604	3511	0.0	6168
Cruci_PB_KX388526	MT263602	2761272	Crucivirus-312	81.395	86	4.09e-05	67.6
