Cruci_ETP_Quai_79VirtouFn0312_c21	KX388522	1955495	Cruciviridae sp.	98.980	2254	0.0	4023
Cruci_ETP_Quai_79VirtouFn0312_c21	KX388522	1955495	Cruciviridae sp.	99.922	1284	0.0	2366
Cruci_ETP_Quai_79VirtouFn0312_c21	KX388521	1955495	Cruciviridae sp.	98.970	2232	0.0	3982
Cruci_ETP_Quai_79VirtouFn0312_c21	KX388521	1955495	Cruciviridae sp.	100.000	1306	0.0	2412
Cruci_ETP_Quai_79VirtouFn0312_c21	KX388524	1955495	Cruciviridae sp.	99.583	2158	0.0	3930
Cruci_ETP_Quai_79VirtouFn0312_c21	KX388524	1955495	Cruciviridae sp.	99.403	1339	0.0	2423
Cruci_ETP_Quai_79VirtouFn0312_c21	KX388524	1955495	Cruciviridae sp.	100.000	122	6.36e-53	226
Cruci_ETP_Quai_79VirtouFn0312_c21	KX388525	1955495	Cruciviridae sp.	99.537	2158	0.0	3925
Cruci_ETP_Quai_79VirtouFn0312_c21	KX388525	1955495	Cruciviridae sp.	98.160	1413	0.0	2442
Cruci_ETP_Quai_79VirtouFn0312_c21	KX388526	1955495	Cruciviridae sp.	99.906	2125	0.0	3912
Cruci_ETP_Quai_79VirtouFn0312_c21	KX388526	1955495	Cruciviridae sp.	99.929	1413	0.0	2603
Cruci_ETP_Quai_79VirtouFn0312_c21	KX388523	1955495	Cruciviridae sp.	98.795	2075	0.0	3670
Cruci_ETP_Quai_79VirtouFn0312_c21	KX388523	1955495	Cruciviridae sp.	98.248	1484	0.0	2573
Cruci_ETP_Quai_79VirtouFn0312_c21	MT263602	2761272	Crucivirus-312	81.395	86	4.08e-05	67.6
