Cruci_CruV_240	CP009526	1434109	Methanosarcina barkeri str. Wiesmoor	100.000	38	3.04e-06	71.3
Cruci_CruV_240	CP120831	6238	Caenorhabditis briggsae	90.385	52	3.93e-05	67.6
Cruci_CruV_240	OX637613	85417	Gobius niger	97.368	38	1.41e-04	65.8
Cruci_CruV_240	OX637613	85417	Gobius niger	94.737	38	0.007	60.2
Cruci_CruV_240	OX637613	85417	Gobius niger	94.737	38	0.007	60.2
Cruci_CruV_240	OX637613	85417	Gobius niger	100.000	32	0.007	60.2
Cruci_CruV_240	OZ186190	3034287	Deroceras lasithionense	100.000	34	5.08e-04	63.9
Cruci_CruV_240	OZ186190	3034287	Deroceras lasithionense	100.000	32	0.007	60.2
Cruci_CruV_240	OZ024808	161078	Omphiscola glabra	97.297	37	5.08e-04	63.9
Cruci_CruV_240	OZ259490	184666	Rhynchostegium confertum	88.462	52	0.002	62.1
Cruci_CruV_240	OZ210565	186693	Isopterygiella pulchella	100.000	33	0.002	62.1
