Cruci_MC_NODE_89_length_3611_cov_20.905231	MT263597	2761267	Crucivirus-305	93.626	2275	0.0	3393
Cruci_MC_NODE_89_length_3611_cov_20.905231	MT263597	2761267	Crucivirus-305	95.448	747	0.0	1190
Cruci_MC_NODE_89_length_3611_cov_20.905231	MT263597	2761267	Crucivirus-305	98.895	181	8.08e-82	322
Cruci_MC_NODE_89_length_3611_cov_20.905231	MT263600	2761270	Crucivirus-310	93.455	2292	0.0	3384
Cruci_MC_NODE_89_length_3611_cov_20.905231	MT263600	2761270	Crucivirus-310	97.181	745	0.0	1258
Cruci_MC_NODE_89_length_3611_cov_20.905231	MT263600	2761270	Crucivirus-310	99.448	181	1.74e-83	327
Cruci_MC_NODE_89_length_3611_cov_20.905231	MT263601	2761271	Crucivirus-311	93.325	2292	0.0	3367
Cruci_MC_NODE_89_length_3611_cov_20.905231	MT263601	2761271	Crucivirus-311	97.181	745	0.0	1258
Cruci_MC_NODE_89_length_3611_cov_20.905231	MT263601	2761271	Crucivirus-311	99.448	181	1.74e-83	327
Cruci_MC_NODE_89_length_3611_cov_20.905231	MT263599	2761269	Crucivirus-309	92.670	2292	0.0	3284
Cruci_MC_NODE_89_length_3611_cov_20.905231	MT263599	2761269	Crucivirus-309	97.315	745	0.0	1264
Cruci_MC_NODE_89_length_3611_cov_20.905231	MT263599	2761269	Crucivirus-309	99.448	181	1.74e-83	327
Cruci_MC_NODE_89_length_3611_cov_20.905231	MT478499	2569971	Crucivirus sp.	96.549	1101	0.0	1818
Cruci_MC_NODE_89_length_3611_cov_20.905231	MT478499	2569971	Crucivirus sp.	88.253	681	0.0	806
Cruci_MC_NODE_89_length_3611_cov_20.905231	MT478499	2569971	Crucivirus sp.	83.294	838	0.0	769
Cruci_MC_NODE_89_length_3611_cov_20.905231	MT478499	2569971	Crucivirus sp.	88.108	185	5.07e-49	213
